"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"ODF3B",1.37275029790456e-92,3.20912890557418,0.39,0.062,1.88258975854632e-88,"1","ODF3B"
"TGFBI",2.14218011756117e-92,3.37137814130353,0.363,0.05,2.93778581322339e-88,"1","TGFBI"
"LILRA5",1.88605223101058e-89,2.82196500224765,0.386,0.061,2.58653202960791e-85,"1","LILRA5"
"TMEM176B",2.0184453997001e-87,4.13061827024476,0.267,0.021,2.76809602114872e-83,"1","TMEM176B"
"CD33",6.94892958599359e-87,4.02676615614021,0.284,0.027,9.5297620342316e-83,"1","CD33"
"SMCO4",8.4818654985539e-87,3.3469567563612,0.353,0.05,1.16320303447168e-82,"1","SMCO4"
"SH3BGRL3",2.12636446802227e-85,0.91089053266118,0.973,0.833,2.91609623144574e-81,"1","SH3BGRL3"
"HLA-DRA",3.34350115140438e-85,0.854308911837849,0.942,0.476,4.58527747903596e-81,"1","HLA-DRA"
"RAB32",7.18445568375985e-82,3.70930165261224,0.305,0.038,9.85276252470826e-78,"1","RAB32"
"ARPC1B",1.25680699352138e-79,1.20112794331075,0.927,0.708,1.72358511091523e-75,"1","ARPC1B"
"C1orf162",1.51936030920837e-79,1.59816285361556,0.739,0.311,2.08365072804836e-75,"1","C1orf162"
"CAPG",2.38789499751899e-79,2.12166700503799,0.545,0.164,3.27475919959754e-75,"1","CAPG"
"TMSB10",2.47053282333297e-78,0.579697988438636,1,0.992,3.38808871391884e-74,"1","TMSB10"
"STX11",2.51597019529391e-78,2.87983312500042,0.395,0.075,3.45040152582606e-74,"1","STX11"
"IL8",3.05669456346531e-78,4.33704735241608,0.278,0.031,4.19195092433633e-74,"1","IL8"
"ANXA2",8.30683641937666e-78,1.5855220438559,0.76,0.366,1.13919954655332e-73,"1","ANXA2"
"KLF4",1.1025403240606e-75,2.93282219408902,0.363,0.067,1.51202380041671e-71,"1","KLF4"
"LY86",1.26957768958114e-75,2.13979646636463,0.489,0.126,1.74109884349157e-71,"1","LY86"
"RGS2",4.8472459920285e-75,1.94872641396858,0.597,0.207,6.64751315346788e-71,"1","RGS2"
"SRGN",6.13397401862263e-75,1.16959844558162,0.873,0.538,8.41213196913908e-71,"1","SRGN"
"VIM",6.56606801219604e-75,1.15250942498428,0.925,0.774,9.00470567192564e-71,"1","VIM"
"CEBPB",3.16300624997437e-74,1.63567470274885,0.664,0.249,4.33774677121485e-70,"1","CEBPB"
"PLAUR",5.54927574252391e-74,2.94141266023202,0.359,0.068,7.61027675329729e-70,"1","PLAUR"
"AGTRAP",1.92140683769481e-73,2.54234433297712,0.415,0.094,2.63501733721466e-69,"1","AGTRAP"
"ATP6V0B",1.36448712663573e-70,2.08604168404249,0.647,0.269,1.87125764546824e-66,"1","ATP6V0B"
"CCL3",2.23862842376341e-70,2.84567508157103,0.388,0.085,3.07005502034914e-66,"1","CCL3"
"C19orf38",4.47493859412817e-70,3.0285862143448,0.324,0.056,6.13693078798737e-66,"1","C19orf38"
"ARPC3",4.77482897393006e-70,0.939389153273472,0.942,0.79,6.54820045484768e-66,"1","ARPC3"
"MSRB1",5.10110814291313e-70,2.78693903847715,0.332,0.058,6.99565970719106e-66,"1","MSRB1"
"IL1B",1.6764941621151e-69,3.78800593910286,0.273,0.036,2.29914409392464e-65,"1","IL1B"
"ATP5G2",8.52452628799024e-69,0.956902580179043,0.935,0.798,1.16905353513498e-64,"1","ATP5G2"
"BLVRA",1.25653164429738e-68,2.703054100075,0.457,0.126,1.72320749698943e-64,"1","BLVRA"
"CTSZ",8.06733474546198e-67,2.56544114799699,0.334,0.063,1.10635428699266e-62,"1","CTSZ"
"HLA-DRB1",8.66556307582235e-67,1.00606771590291,0.833,0.377,1.18839532021828e-62,"1","HLA-DRB1"
"S100A10",2.02125336958451e-65,1.30086160300516,0.843,0.597,2.77194687104819e-61,"1","S100A10"
"FGR",3.60670822027256e-64,1.74116539027479,0.501,0.153,4.94623965328179e-60,"1","FGR"
"LINC00936",6.19786060358122e-64,2.29341471986372,0.57,0.216,8.49974603175129e-60,"1","LINC00936"
"PRELID1",7.67273891407392e-63,1.49285587527091,0.752,0.408,1.0522394146761e-58,"1","PRELID1"
"PGD",7.2945530107476e-62,2.67226694478871,0.334,0.07,1.00037499989393e-57,"1","PGD"
"MPEG1",3.47739093879911e-61,2.80472566202445,0.317,0.063,4.7688939334691e-57,"1","MPEG1"
"HCK",4.70695830403953e-60,1.97995005506668,0.392,0.096,6.45512261815981e-56,"1","HCK"
"CTSD",6.36200193773258e-60,1.92729396331394,0.516,0.182,8.72484945740646e-56,"1","CTSD"
"FGL2",2.14589168778564e-59,2.95876107920687,0.347,0.077,2.94287586062922e-55,"1","FGL2"
"MAFB",2.51467317116609e-59,3.33230490057757,0.292,0.055,3.44862278693718e-55,"1","MAFB"
"MT-ND1",1.55115139432644e-58,0.709193747776911,0.979,0.939,2.12724902217928e-54,"1","MT-ND1"
"NFKBIA",1.6752440252817e-58,1.55266356773282,0.72,0.398,2.29742965627132e-54,"1","NFKBIA"
"SERF2",1.74964694939788e-58,0.859090218505422,0.958,0.834,2.39946582640425e-54,"1","SERF2"
"FCGR2A",1.90723595159301e-58,3.43688977294931,0.267,0.045,2.61558338401465e-54,"1","FCGR2A"
"SLC11A1",3.20182907562815e-58,2.86667195236485,0.278,0.049,4.39098839431644e-54,"1","SLC11A1"
"SCO2",1.09590152448233e-57,2.40676578532904,0.355,0.084,1.50291935067507e-53,"1","SCO2"
"APLP2",1.46276932931793e-57,2.15292279243762,0.409,0.113,2.0060418582266e-53,"1","APLP2"
"TIMP1",1.58174917721469e-57,1.27202032992379,0.633,0.262,2.16921082163223e-53,"1","TIMP1"
"EIF4EBP1",5.00436127937773e-57,2.38879157779338,0.336,0.076,6.86298105853862e-53,"1","EIF4EBP1"
"PILRA",1.53602082084978e-56,2.1314331746895,0.33,0.071,2.10649895371339e-52,"1","PILRA"
"HLA-DRB5",8.9084896003235e-56,1.09768747254071,0.678,0.279,1.22171026378836e-51,"1","HLA-DRB5"
"CNPY3",2.46351800528872e-55,1.89120186685637,0.553,0.218,3.37846859245295e-51,"1","CNPY3"
"ACTB",6.09611502761345e-55,0.515848399864299,0.998,0.992,8.36021214886908e-51,"1","ACTB"
"RNASE6",3.52183452308902e-54,2.33449996634382,0.296,0.058,4.82984386496428e-50,"1","RNASE6"
"EIF4A1",9.63970078246908e-54,1.07295293650107,0.841,0.65,1.32198856530781e-49,"1","EIF4A1"
"C20orf24",1.48284502015269e-53,1.70668403869761,0.578,0.25,2.0335736606374e-49,"1","C20orf24"
"HLA-DMA",1.98284150784956e-52,1.33516374874304,0.553,0.202,2.71926884386488e-48,"1","HLA-DMA"
"TBXAS1",6.3187824958883e-52,2.30693749875295,0.315,0.072,8.66557831486121e-48,"1","TBXAS1"
"PFDN5",7.79705553983994e-52,0.72386179603058,0.983,0.912,1.06928819673365e-47,"1","PFDN5"
"FKBP1A",1.03223185568594e-51,1.24678038289217,0.722,0.409,1.41560276688769e-47,"1","FKBP1A"
"TMSB4X",3.44678825826517e-51,0.405103933883491,1,1,4.72692541738485e-47,"1","TMSB4X"
"STXBP2",2.13921584244203e-49,1.649338268805,0.497,0.189,2.933720606325e-45,"1","STXBP2"
"IFNGR2",5.54251231727449e-49,2.28506103287078,0.376,0.109,7.60100139191024e-45,"1","IFNGR2"
"PGLS",2.76723252030405e-48,1.47943912607424,0.559,0.24,3.79498267834497e-44,"1","PGLS"
"C5AR1",1.13252846792106e-47,2.87814527052733,0.273,0.06,1.55314954090694e-43,"1","C5AR1"
"SERPINB1",1.24055163069655e-47,1.63591091153648,0.62,0.309,1.70129250633725e-43,"1","SERPINB1"
"AMICA1",2.29249387631316e-47,1.55510096177873,0.518,0.207,3.14392610197587e-43,"1","AMICA1"
"ASAH1",2.44935821415426e-47,1.59286671350764,0.499,0.19,3.35904985489116e-43,"1","ASAH1"
"GCA",2.62117362388128e-47,1.95201940474312,0.328,0.087,3.59467750779079e-43,"1","GCA"
"ISG15",2.66126610421826e-47,1.38244942821234,0.695,0.393,3.64966033532492e-43,"1","ISG15"
"C4orf48",1.49991832537697e-46,2.12548407786855,0.367,0.113,2.05698799142198e-42,"1","C4orf48"
"FOSB",2.50948929073138e-46,1.28101333892689,0.718,0.437,3.44151361330901e-42,"1","FOSB"
"ALDOA",3.94357538963146e-45,0.934560532781329,0.846,0.677,5.40821928934059e-41,"1","ALDOA"
"LAMTOR4",9.2787981517922e-45,1.10379870253748,0.762,0.467,1.27249437853678e-40,"1","LAMTOR4"
"H2AFY",1.32199784070498e-43,1.92350578247037,0.537,0.245,1.81298783874281e-39,"1","H2AFY"
"CPPED1",1.38235454957933e-43,2.23472809550046,0.276,0.065,1.8957610292931e-39,"1","CPPED1"
"MT-CO1",7.61869974399349e-43,0.471314937954699,0.996,0.994,1.04482848289127e-38,"1","MT-CO1"
"ATP6V1F",1.63451851086767e-42,1.58217205871325,0.618,0.319,2.24157868580392e-38,"1","ATP6V1F"
"GLRX",2.16122661112655e-42,1.45583510689947,0.624,0.321,2.96390617449895e-38,"1","GLRX"
"CYBB",2.2065580081707e-42,2.30744355510918,0.28,0.069,3.0260736524053e-38,"1","CYBB"
"NCF1",1.77803474263275e-41,1.88696553973964,0.372,0.12,2.43839684604655e-37,"1","NCF1"
"VAMP8",2.08430156928974e-41,0.913544115562053,0.716,0.462,2.85841117212395e-37,"1","VAMP8"
"JUND",1.16360608541156e-40,2.3834207180763,0.347,0.111,1.59576938553341e-36,"1","JUND"
"TCEB2",1.442392918911e-40,1.21010403339237,0.72,0.436,1.97809764899454e-36,"1","TCEB2"
"HLA-DPA1",3.1781616411578e-40,0.831193930400747,0.764,0.434,4.3585308746838e-36,"1","HLA-DPA1"
"LGALS9",3.70330154267956e-40,1.70623056611836,0.382,0.129,5.07870773563074e-36,"1","LGALS9"
"DUSP6",6.87566300705593e-40,2.33677308084994,0.251,0.058,9.42928424787651e-36,"1","DUSP6"
"SAT2",1.76951610120316e-39,2.15047370360364,0.372,0.127,2.42671438119001e-35,"1","SAT2"
"C10orf54",4.48722800868802e-39,1.21530280613442,0.599,0.322,6.15378449111475e-35,"1","C10orf54"
"RP11-290F20.3",1.21799458442937e-38,1.64952963173679,0.29,0.077,1.67035777308643e-34,"1","RP11-290F20.3"
"LRRC25",4.1233800062473e-38,1.90548628712062,0.265,0.067,5.65480334056755e-34,"1","LRRC25"
"GLIPR2",2.45171602376714e-37,1.55524780375713,0.443,0.176,3.36228335499425e-33,"1","GLIPR2"
"RHOB",5.53923518513179e-37,2.25460618237383,0.301,0.092,7.59650713288974e-33,"1","RHOB"
"BID",8.57149853013527e-37,1.54897883925757,0.422,0.159,1.17549530842275e-32,"1","BID"
"MYL6",1.06428773595521e-36,0.679507159511952,0.942,0.833,1.45956420108897e-32,"1","MYL6"
"MIR24-2",1.14811000711903e-36,2.25740386164251,0.271,0.075,1.57451806376304e-32,"1","MIR24-2"
"LAMTOR1",1.54795956499052e-36,1.02988215583481,0.576,0.293,2.122871747428e-32,"1","LAMTOR1"
"FAM26F",9.86569015496672e-36,1.28521506691499,0.453,0.18,1.35298074785214e-31,"1","FAM26F"
"TMEM205",1.14960216726019e-35,2.06157765982035,0.276,0.077,1.57656441218063e-31,"1","TMEM205"
"GSTO1",8.59432684843901e-35,1.27451421084971,0.505,0.245,1.17862598399493e-30,"1","GSTO1"
"CLTA",8.70928182709119e-35,1.32376008462873,0.516,0.243,1.19439090976729e-30,"1","CLTA"
"RHOG",9.55351486933551e-35,1.28508405197341,0.624,0.339,1.31016902918067e-30,"1","RHOG"
"HLA-DPB1",1.24769013702951e-34,0.638234546666174,0.76,0.465,1.71108225392227e-30,"1","HLA-DPB1"
"LY6E",2.71499260152898e-34,0.817004899366714,0.827,0.633,3.72334085373685e-30,"1","LY6E"
"CARD16",2.86890456957196e-34,1.300053145936,0.507,0.238,3.93441572671099e-30,"1","CARD16"
"ZFP36",4.6925610513995e-34,0.813803411982776,0.854,0.673,6.43537822588927e-30,"1","ZFP36"
"ANXA5",1.00533825274736e-33,1.30515313534304,0.528,0.259,1.37872087981772e-29,"1","ANXA5"
"DYNLT1",2.06130863744674e-33,1.47071462128691,0.386,0.149,2.82687866539447e-29,"1","DYNLT1"
"BNIP3L",4.02058250389746e-33,1.76625169311336,0.349,0.127,5.51382684584497e-29,"1","BNIP3L"
"GNAI2",1.20714450195344e-32,1.51722630102458,0.424,0.187,1.65547796997895e-28,"1","GNAI2"
"TPI1",2.25229703017162e-32,0.957423772981624,0.714,0.463,3.08880014717736e-28,"1","TPI1"
"EFHD2",2.51190158137381e-32,1.48586803488051,0.386,0.151,3.44482182869604e-28,"1","EFHD2"
"CD63",6.65570688558379e-32,1.05419819474725,0.564,0.296,9.12763642288961e-28,"1","CD63"
"GPX4",6.74721782986022e-32,1.00602435416603,0.735,0.502,9.25313453187031e-28,"1","GPX4"
"SCPEP1",1.82692516443082e-31,1.96205971371529,0.303,0.1,2.50544517050043e-27,"1","SCPEP1"
"CECR1",3.90116078418657e-31,1.87488596260734,0.257,0.075,5.35005189943347e-27,"1","CECR1"
"C20orf27",4.95334280835772e-30,2.18774188905928,0.284,0.094,6.79301432738177e-26,"1","C20orf27"
"SOD2",3.1699227557181e-28,1.57509235970104,0.38,0.164,4.3472320671918e-24,"1","SOD2"
"ATP6V0D1",1.03131610954064e-27,1.52457538699022,0.34,0.136,1.41434691262403e-23,"1","ATP6V0D1"
"SERP1",1.92922726024659e-26,0.719063917760985,0.743,0.511,2.64574226470217e-22,"1","SERP1"
"TIMM13",2.067697120159e-26,1.29903252119332,0.384,0.17,2.83563983058605e-22,"1","TIMM13"
"CLIC1",2.44306471103059e-26,0.58733006857149,0.812,0.608,3.35041894470735e-22,"1","CLIC1"
"NOP10",2.49100375832343e-26,1.27412226774513,0.486,0.253,3.41616255416476e-22,"1","NOP10"
"NDUFS7",4.10359880790843e-26,1.29643910254283,0.484,0.251,5.62767540516562e-22,"1","NDUFS7"
"ATOX1",5.06422679613527e-26,1.66036996841933,0.257,0.087,6.9450806282199e-22,"1","ATOX1"
"COMT",1.1667727098786e-25,1.59448696492484,0.311,0.122,1.60011209432751e-21,"1","COMT"
"SLC25A5",1.48214204740569e-25,1.03129203563652,0.691,0.469,2.03260960381216e-21,"1","SLC25A5"
"LAMTOR2",1.650274758113e-25,1.25500060730333,0.397,0.186,2.26318680327617e-21,"1","LAMTOR2"
"H3F3A",1.85897516432822e-25,0.973733225187895,0.582,0.342,2.54939854035972e-21,"1","H3F3A"
"GLUL",2.0921968863747e-25,1.78958495428235,0.259,0.092,2.86923880997427e-21,"1","GLUL"
"SUPT4H1",2.5003092563569e-25,1.19173612789311,0.472,0.248,3.42892411416785e-21,"1","SUPT4H1"
"ARRB2",3.39292030542907e-25,1.63314351160981,0.441,0.217,4.65305090686542e-21,"1","ARRB2"
"NAGK",3.47471462028502e-25,1.86967359919977,0.261,0.094,4.76522363025887e-21,"1","NAGK"
"MS4A7",4.52285943764234e-25,0.996125179781715,0.261,0.086,6.2026494327827e-21,"1","MS4A7"
"NDUFA11",9.19668496164666e-25,0.960571789639871,0.601,0.372,1.26123337564022e-20,"1","NDUFA11"
"ARPC2",1.12831497098561e-24,0.536817958827128,0.896,0.781,1.54737115120967e-20,"1","ARPC2"
"COX6B1",1.40150962965855e-24,0.784745502109725,0.741,0.539,1.92203030611374e-20,"1","COX6B1"
"WDR83OS",1.50329916053449e-24,0.975333988273064,0.532,0.305,2.061624468757e-20,"1","WDR83OS"
"ZYX",1.61556512519264e-24,1.31588244634664,0.301,0.117,2.21558601268918e-20,"1","ZYX"
"THEMIS2",1.94703918680416e-24,1.79077960492243,0.251,0.087,2.67016954078323e-20,"1","THEMIS2"
"BST2",6.90526979713743e-24,0.96086565209503,0.639,0.407,9.46988699979427e-20,"1","BST2"
"CSTB",7.95724907053812e-24,0.99243406108152,0.557,0.329,1.0912571375336e-19,"1","CSTB"
"SAMHD1",1.31283038944854e-23,1.48767457047389,0.409,0.206,1.80041559608973e-19,"1","SAMHD1"
"MT2A",1.75047349487027e-23,1.00002135414264,0.501,0.277,2.40059935086509e-19,"1","MT2A"
"OAZ2",3.17601737899015e-23,1.53078511420612,0.317,0.129,4.3555902335471e-19,"1","OAZ2"
"BRK1",6.01630101298856e-23,0.676495541285918,0.722,0.516,8.25075520921252e-19,"1","BRK1"
"HSBP1",1.90976302641432e-22,1.33429134859499,0.311,0.129,2.6190490144246e-18,"1","HSBP1"
"NINJ1",5.22734242603431e-22,1.41767142586553,0.301,0.123,7.16877740306345e-18,"1","NINJ1"
"POLE4",6.03993861696631e-22,1.31458198027404,0.342,0.157,8.2831718193076e-18,"1","POLE4"
"TNFSF10",3.31941702711483e-21,1.27621523179764,0.376,0.181,4.55224851098528e-17,"1","TNFSF10"
"NAPRT1",7.20816844631537e-21,1.96026875249691,0.251,0.098,9.8852822072769e-17,"1","NAPRT1"
"WARS",7.54793030448473e-21,1.52192702313848,0.267,0.107,1.03512316195704e-16,"1","WARS"
"ATP5D",2.02695472941008e-20,0.677861607471176,0.695,0.511,2.77976571591298e-16,"1","ATP5D"
"PKM",5.09453377982844e-20,0.794850275055369,0.599,0.387,6.98664362565673e-16,"1","PKM"
"GLIPR1",8.62131175117097e-20,1.14558122578471,0.359,0.174,1.18232669355559e-15,"1","GLIPR1"
"HLA-DMB",9.47273738717525e-20,0.781271391861613,0.334,0.147,1.29909120527721e-15,"1","HLA-DMB"
"ITGB2",9.97334190930923e-20,0.644430825944004,0.649,0.432,1.36774410944267e-15,"1","ITGB2"
"COX8A",1.47250773101241e-19,0.90661398559971,0.553,0.35,2.01939710231042e-15,"1","COX8A"
"RHOA",2.40584517565543e-19,0.65196262761762,0.706,0.537,3.29937607389386e-15,"1","RHOA"
"HIGD2A",3.43647224598479e-19,0.825004090721029,0.649,0.461,4.71277803814354e-15,"1","HIGD2A"
"CAPNS1",5.48773678938266e-19,1.43987022335007,0.251,0.103,7.52588223295939e-15,"1","CAPNS1"
"RILPL2",9.02630713561462e-19,1.51952361155706,0.33,0.16,1.23786776057819e-14,"1","RILPL2"
"PFN1",1.16232554588614e-18,0.309945055730568,0.962,0.942,1.59401325362826e-14,"1","PFN1"
"CASP1",1.3423987653111e-18,1.0395885969149,0.432,0.236,1.84096566674764e-14,"1","CASP1"
"SLC25A6",1.37897235661197e-18,0.498753207387471,0.881,0.822,1.89112268985766e-14,"1","SLC25A6"
"SDCBP",5.18172216083979e-18,1.07877079400963,0.397,0.21,7.10621377137569e-14,"1","SDCBP"
"POLR2L",7.5276375383664e-18,0.915693300458291,0.52,0.323,1.03234021201157e-13,"1","POLR2L"
"EMP3",1.24164625906956e-17,0.644839894420214,0.829,0.713,1.70279367968799e-13,"1","EMP3"
"POU2F2",1.66466406659251e-17,1.301487042413,0.286,0.132,2.28292030092496e-13,"1","POU2F2"
"RNH1",2.41678782244116e-17,0.901458222625723,0.463,0.273,3.31438281969581e-13,"1","RNH1"
"TMEM219",6.0193421714321e-17,1.12995230241179,0.424,0.243,8.25492585390198e-13,"1","TMEM219"
"TNFRSF1B",7.48402783963277e-17,1.77416939231245,0.261,0.117,1.02635957792724e-12,"1","TNFRSF1B"
"UQCRFS1",9.39104946215102e-17,0.941333140896879,0.441,0.254,1.28788852323939e-12,"1","UQCRFS1"
"H3F3B",1.04272302563619e-16,0.475976529799927,0.992,0.955,1.42999035735747e-12,"1","H3F3B"
"SERPINB6",1.41050953259817e-16,1.13391709461555,0.326,0.165,1.93437277300512e-12,"1","SERPINB6"
"PLSCR1",1.56281999199424e-16,1.37367186966125,0.259,0.115,2.14325133702091e-12,"1","PLSCR1"
"NDUFB1",2.67701544286929e-16,1.19625401646201,0.307,0.151,3.67125897835094e-12,"1","NDUFB1"
"SPG21",2.76166044332354e-16,1.24786887757365,0.305,0.148,3.7873411319739e-12,"1","SPG21"
"STX10",8.72697212639148e-16,1.42497110434195,0.263,0.121,1.19681695741333e-11,"1","STX10"
"ATG3",1.47691553567527e-15,0.949752927906517,0.344,0.183,2.02544196562506e-11,"1","ATG3"
"UQCR11-1",1.77438976178549e-15,0.732096278420161,0.699,0.539,2.43339811931262e-11,"1","UQCR11-1"
"NDUFS6",2.34670608606087e-15,0.965714095007784,0.365,0.201,3.21827272642388e-11,"1","NDUFS6"
"SEC11A",2.82900310717784e-15,1.00891970651111,0.478,0.297,3.87969486118368e-11,"1","SEC11A"
"GRB2",3.11384952505792e-15,0.935982141219929,0.309,0.157,4.27033323866444e-11,"1","GRB2"
"EPSTI1",3.25883352023872e-15,1.10273384063467,0.305,0.155,4.46916428965539e-11,"1","EPSTI1"
"COX4I1",4.40561193465086e-15,0.415910220546011,0.937,0.897,6.04185620718018e-11,"1","COX4I1"
"PSMB3",5.75948218951753e-15,0.767783967653937,0.526,0.351,7.89855387470434e-11,"1","PSMB3"
"LAP3",1.09733579493382e-14,1.23026797969914,0.267,0.131,1.50488630917224e-10,"1","LAP3"
"REEP5",2.61145752514852e-14,0.793197506801581,0.403,0.232,3.58135284998868e-10,"1","REEP5"
"UBA52",3.00167913235874e-14,0.267581671576191,0.992,0.972,4.11650276211678e-10,"1","UBA52"
"CASP4",3.76318629727204e-14,1.11288240206946,0.455,0.286,5.16083368807888e-10,"1","CASP4"
"PARVG",4.57626149300953e-14,1.14612509543366,0.265,0.128,6.27588501151327e-10,"1","PARVG"
"COX5B",6.1903959878443e-14,0.819945905776165,0.628,0.476,8.48950905772968e-10,"1","COX5B"
"ATP5E",6.23426319956205e-14,0.438287560038261,0.848,0.731,8.5496685518794e-10,"1","ATP5E"
"YBX1",6.78165583301315e-14,0.505052483050044,0.864,0.807,9.30036280939423e-10,"1","YBX1"
"IFI27L2",8.00733940750293e-14,1.12306232478886,0.28,0.138,1.09812652634495e-09,"1","IFI27L2"
"ZNHIT1",1.17962750919575e-13,0.986644474134257,0.405,0.246,1.61774116611105e-09,"1","ZNHIT1"
"HMGB2",1.51587949511236e-13,0.737447220228517,0.459,0.293,2.07887713959709e-09,"1","HMGB2"
"UQCRC1",2.0503150913254e-13,1.2821556767231,0.301,0.158,2.81180211624366e-09,"1","UQCRC1"
"RNF7",2.10046179411519e-13,0.797242316557291,0.384,0.222,2.88057330444957e-09,"1","RNF7"
"GNB2",2.44059031231849e-13,0.791027097323477,0.397,0.238,3.34702555431357e-09,"1","GNB2"
"MYADM",2.68658337792116e-13,1.41350966384656,0.303,0.165,3.68438044448107e-09,"1","MYADM"
"BLOC1S1",2.77181094862715e-13,0.566509210323452,0.457,0.28,3.80126153494728e-09,"1","BLOC1S1"
"C11orf31",2.90192686915787e-13,0.733041770527047,0.582,0.416,3.9797025083631e-09,"1","C11orf31"
"EIF4E2",3.38384631631758e-13,1.15488559471766,0.261,0.133,4.64060683819792e-09,"1","EIF4E2"
"VAMP5",3.61631380029391e-13,1.12271609150818,0.344,0.199,4.95941274572307e-09,"1","VAMP5"
"CHMP4B",5.17439825437558e-13,0.951523231901376,0.292,0.151,7.09616976605067e-09,"1","CHMP4B"
"UBE2L6",5.32805344661362e-13,0.872798158991034,0.48,0.316,7.30689249668592e-09,"1","UBE2L6"
"MCL1",6.6821904115851e-13,0.813226635354791,0.539,0.381,9.1639559304478e-09,"1","MCL1"
"EIF3K",7.19817084720268e-13,0.443510139788591,0.812,0.727,9.87157149985376e-09,"1","EIF3K"
"EIF1",7.35509046850927e-13,0.255289261785276,0.992,0.982,1.00867710685136e-08,"1","EIF1"
"HSD17B11",1.01465163551329e-12,1.01936249711979,0.395,0.241,1.39149325294292e-08,"1","HSD17B11"
"CD97",1.29795077980783e-12,0.906823412014409,0.347,0.199,1.78000969942845e-08,"1","CD97"
"NDUFA13",2.12124028085683e-12,0.708609897432671,0.591,0.433,2.90906892116705e-08,"1","NDUFA13"
"PRDX5",2.63030295845973e-12,0.752219403874835,0.484,0.326,3.60719747723167e-08,"1","PRDX5"
"RNF181",2.85198757401469e-12,0.863314537185384,0.334,0.192,3.91121575900375e-08,"1","RNF181"
"PPP4C",3.05876412943959e-12,0.827898522117776,0.422,0.263,4.19478912711345e-08,"1","PPP4C"
"MRPL23",3.18656587143547e-12,0.943339374508639,0.415,0.262,4.3700564360866e-08,"1","MRPL23"
"ARF5",3.25225478309257e-12,0.773999890139391,0.428,0.27,4.46014220953315e-08,"1","ARF5"
"DUSP1",4.30185103652342e-12,0.450442885560887,0.942,0.88,5.89955851148822e-08,"1","DUSP1"
"DOK2",4.44900916761047e-12,0.81290560825386,0.361,0.215,6.101371172461e-08,"1","DOK2"
"VASP",6.0685158313554e-12,0.659849346486625,0.411,0.245,8.3223626111208e-08,"1","VASP"
"LSMD1",7.5893262610649e-12,1.09452388352081,0.284,0.152,1.04080020344244e-07,"1","LSMD1"
"IFI35",8.32170583288749e-12,1.10865480631333,0.288,0.158,1.14123873792219e-07,"1","IFI35"
"PPT1",9.67908662737875e-12,1.26797446659191,0.307,0.168,1.32738994007872e-07,"1","PPT1"
"PSMA7",1.50142640364884e-11,0.611601742888006,0.674,0.539,2.05905616996402e-07,"1","PSMA7"
"SNF8",4.06398695584082e-11,1.18276641008366,0.296,0.168,5.5733517112401e-07,"1","SNF8"
"GNAS",4.57395097010389e-11,0.684743447051381,0.424,0.272,6.27271636040047e-07,"1","GNAS"
